Age;Workclass;fnlwgt;Education;Education_Num;Martial_Status;Occupation;Relationship;Race;Sex;Capital_Gain;Capital_Loss;Hours_per_week;Country;Target
24; Private;165475.0; HS-grad;9.0; Never-married; Farming-fishing; Not-in-family; White; Male;0.0;0.0;25.0; United-States; <=50K.
46; Self-emp-inc;328216.0; Prof-school;15.0; Married-civ-spouse; Prof-specialty; Husband; White; Male;0.0;1902.0;45.0; United-States; >50K.
21;;118023.0; Some-college;10.0; Never-married;; Own-child; White; Male;0.0;0.0;35.0; United-States; <=50K.
42; Self-emp-not-inc;206066.0; Masters;14.0; Never-married; Prof-specialty; Own-child; White; Male;0.0;0.0;45.0; United-States; <=50K.
29; Local-gov;141005.0; Some-college;10.0; Divorced; Other-service; Unmarried; White; Female;0.0;0.0;24.0; United-States; <=50K.
28; Private;104870.0; Assoc-voc;11.0; Never-married; Other-service; Not-in-family; Black; Female;0.0;0.0;48.0; United-States; <=50K.
44; Self-emp-not-inc;253250.0; Masters;14.0; Married-civ-spouse; Prof-specialty; Husband; White; Male;0.0;0.0;54.0; United-States; <=50K.
39; Private;497788.0; Assoc-acdm;12.0; Married-civ-spouse; Sales; Husband; White; Male;0.0;0.0;50.0; United-States; >50K.
42; Private;128354.0; Bachelors;13.0; Married-civ-spouse; Adm-clerical; Wife; White; Female;0.0;0.0;40.0; United-States; >50K.
49; Private;140782.0; 10th;6.0; Divorced; Exec-managerial; Unmarried; White; Female;0.0;0.0;40.0; United-States; <=50K.
37; Private;216129.0; HS-grad;9.0; Never-married; Craft-repair; Not-in-family; Black; Female;0.0;0.0;45.0; United-States; <=50K.
65; Private;65757.0; HS-grad;9.0; Never-married; Adm-clerical; Unmarried; White; Female;0.0;0.0;40.0; United-States; <=50K.
35;;264758.0; Some-college;10.0; Married-civ-spouse;; Husband; Black; Male;0.0;0.0;40.0; Haiti; <=50K.
23; Private;245361.0; Some-college;10.0; Never-married; Farming-fishing; Own-child; White; Male;0.0;0.0;35.0; United-States; <=50K.
48; Local-gov;216689.0; HS-grad;9.0; Married-civ-spouse; Craft-repair; Husband; White; Male;0.0;0.0;40.0; United-States; <=50K.
19;;139517.0; 11th;7.0; Never-married;; Own-child; White; Male;0.0;0.0;25.0; United-States; <=50K.
65; Local-gov;188903.0; HS-grad;9.0; Married-civ-spouse; Handlers-cleaners; Husband; White; Male;6418.0;0.0;45.0; United-States; >50K.
18; Private;170094.0; HS-grad;9.0; Never-married; Handlers-cleaners; Own-child; White; Female;0.0;0.0;20.0; United-States; <=50K.
53; Private;108836.0; 9th;5.0; Married-civ-spouse; Transport-moving; Husband; White; Male;0.0;0.0;40.0; United-States; <=50K.
27; Private;189565.0; HS-grad;9.0; Married-civ-spouse; Exec-managerial; Own-child; White; Male;0.0;0.0;40.0; United-States; <=50K.
46; Private;347993.0; 1st-4th;2.0; Divorced; Craft-repair; Not-in-family; White; Male;0.0;0.0;40.0; Mexico; <=50K.
49; Private;187308.0; Some-college;10.0; Married-civ-spouse; Other-service; Other-relative; White; Male;0.0;0.0;35.0; United-States; <=50K.
27; State-gov;136077.0; Bachelors;13.0; Never-married; Prof-specialty; Not-in-family; White; Male;0.0;0.0;40.0; United-States; <=50K.
25; State-gov;165457.0; Bachelors;13.0; Never-married; Tech-support; Own-child; Asian-Pac-Islander; Male;2463.0;0.0;40.0; United-States; <=50K.
49; Federal-gov;175428.0; Some-college;10.0; Married-civ-spouse; Adm-clerical; Husband; White; Male;0.0;0.0;40.0; United-States; >50K.
78;;143574.0; Some-college;10.0; Widowed;; Not-in-family; White; Male;0.0;0.0;5.0; United-States; <=50K.
34; Private;349148.0; Prof-school;15.0; Married-civ-spouse; Prof-specialty; Husband; White; Male;0.0;0.0;40.0; United-States; >50K.
72; Private;103990.0; Masters;14.0; Married-civ-spouse; Other-service; Husband; White; Male;0.0;0.0;12.0; United-States; <=50K.
55; Self-emp-inc;183884.0; HS-grad;9.0; Married-civ-spouse; Exec-managerial; Husband; White; Male;0.0;0.0;50.0; United-States; >50K.
21; Private;464484.0; HS-grad;9.0; Married-spouse-absent; Adm-clerical; Own-child; White; Female;0.0;0.0;40.0; United-States; <=50K.
41; Private;190786.0; Assoc-voc;11.0; Married-civ-spouse; Adm-clerical; Husband; White; Male;7298.0;0.0;40.0; United-States; >50K.
30; Private;348592.0; HS-grad;9.0; Separated; Other-service; Not-in-family; White; Male;0.0;0.0;40.0; United-States; <=50K.
25;;177839.0; HS-grad;9.0; Never-married;; Own-child; White; Male;0.0;0.0;40.0; United-States; <=50K.
32; Private;152156.0; HS-grad;9.0; Separated; Craft-repair; Not-in-family; White; Male;0.0;0.0;53.0; United-States; <=50K.
55; Private;141807.0; HS-grad;9.0; Married-spouse-absent; Craft-repair; Other-relative; White; Male;0.0;0.0;40.0; Poland; <=50K.
47; Local-gov;188537.0; Masters;14.0; Married-civ-spouse; Prof-specialty; Wife; White; Female;0.0;0.0;60.0; United-States; >50K.
43; Private;203233.0; HS-grad;9.0; Married-civ-spouse; Transport-moving; Husband; White; Male;0.0;0.0;50.0; United-States; >50K.
51; Private;28978.0; Some-college;10.0; Widowed; Other-service; Not-in-family; White; Female;0.0;0.0;40.0; United-States; <=50K.
53; Self-emp-inc;116211.0; Some-college;10.0; Married-civ-spouse; Exec-managerial; Husband; White; Male;0.0;0.0;40.0; United-States; <=50K.
18;;97683.0; HS-grad;9.0; Never-married;; Own-child; White; Female;0.0;0.0;15.0; United-States; <=50K.
19; Private;283945.0; HS-grad;9.0; Never-married; Other-service; Own-child; White; Male;0.0;0.0;35.0; United-States; <=50K.
43; Private;115178.0; Bachelors;13.0; Divorced; Prof-specialty; Unmarried; White; Female;0.0;0.0;43.0; United-States; >50K.
48; State-gov;77102.0; Doctorate;16.0; Married-civ-spouse; Prof-specialty; Husband; White; Male;0.0;0.0;45.0; United-States; >50K.
23; Private;132220.0; HS-grad;9.0; Married-civ-spouse; Handlers-cleaners; Husband; White; Male;0.0;0.0;40.0; United-States; <=50K.
53; Private;129301.0; Some-college;10.0; Married-civ-spouse; Sales; Husband; White; Male;0.0;0.0;45.0; United-States; >50K.
22; Private;187592.0; Some-college;10.0; Never-married; Exec-managerial; Not-in-family; White; Male;0.0;0.0;30.0; United-States; <=50K.
34; Private;312667.0; Masters;14.0; Married-civ-spouse; Prof-specialty; Husband; White; Male;0.0;0.0;45.0; United-States; <=50K.
36; Local-gov;206951.0; Some-college;10.0; Married-civ-spouse; Protective-serv; Husband; White; Male;0.0;0.0;40.0; United-States; <=50K.
27; Private;587310.0; Assoc-acdm;12.0; Married-civ-spouse; Transport-moving; Own-child; White; Male;0.0;0.0;40.0; El-Salvador; <=50K.
76; Private;328227.0; Bachelors;13.0; Married-civ-spouse; Adm-clerical; Husband; White; Male;5556.0;0.0;13.0; United-States; >50K.
35; Private;100634.0; Some-college;10.0; Divorced; Adm-clerical; Unmarried; White; Female;0.0;0.0;40.0; United-States; <=50K.
49; Private;274200.0; HS-grad;9.0; Married-civ-spouse; Exec-managerial; Husband; White; Male;0.0;0.0;72.0; United-States; <=50K.
18; Self-emp-inc;29582.0; 11th;7.0; Never-married; Farming-fishing; Own-child; White; Male;0.0;0.0;50.0; United-States; <=50K.
68; Private;174812.0; HS-grad;9.0; Never-married; Other-service; Not-in-family; White; Male;0.0;0.0;15.0; United-States; <=50K.
22; State-gov;138513.0; Bachelors;13.0; Never-married; Prof-specialty; Not-in-family; White; Male;0.0;0.0;15.0; United-States; <=50K.
37; Private;219137.0; 7th-8th;4.0; Divorced; Sales; Unmarried; White; Female;0.0;0.0;44.0; United-States; <=50K.
23; Private;265148.0; Bachelors;13.0; Never-married; Sales; Other-relative; White; Male;0.0;0.0;55.0; United-States; <=50K.
41; Private;302606.0; HS-grad;9.0; Divorced; Exec-managerial; Unmarried; White; Female;0.0;0.0;40.0; United-States; <=50K.
18; Private;197600.0; 11th;7.0; Never-married; Handlers-cleaners; Own-child; White; Male;0.0;0.0;20.0; United-States; <=50K.
36; Private;167415.0; HS-grad;9.0; Divorced; Craft-repair; Unmarried; White; Male;0.0;0.0;40.0; United-States; <=50K.
44; Private;13769.0; Some-college;10.0; Married-civ-spouse; Exec-managerial; Husband; Amer-Indian-Eskimo; Male;0.0;0.0;40.0; United-States; >50K.
26; Private;109390.0; HS-grad;9.0; Married-civ-spouse; Handlers-cleaners; Husband; White; Male;0.0;0.0;40.0; United-States; <=50K.
36; Private;218188.0; HS-grad;9.0; Divorced; Machine-op-inspct; Unmarried; White; Female;0.0;0.0;32.0; United-States; <=50K.
49; Private;167159.0; Some-college;10.0; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;0.0;0.0;40.0; United-States; <=50K.
72; Private;128529.0; HS-grad;9.0; Widowed; Other-service; Unmarried; White; Female;0.0;0.0;28.0; United-States; <=50K.
22; Private;200973.0; Assoc-acdm;12.0; Never-married; Other-service; Not-in-family; White; Female;0.0;0.0;12.0; United-States; <=50K.
22; Private;118235.0; HS-grad;9.0; Never-married; Sales; Not-in-family; Amer-Indian-Eskimo; Male;0.0;0.0;55.0; United-States; <=50K.
23; Local-gov;250165.0; Bachelors;13.0; Never-married; Prof-specialty; Own-child; White; Female;594.0;0.0;40.0; United-States; <=50K.
47; Private;269620.0; Some-college;10.0; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;0.0;0.0;40.0;; <=50K.
46; Private;212162.0; 5th-6th;3.0; Married-civ-spouse; Other-service; Husband; Black; Male;0.0;0.0;40.0; United-States; <=50K.
25; Private;147638.0; Bachelors;13.0; Never-married; Adm-clerical; Own-child; Asian-Pac-Islander; Female;0.0;0.0;40.0; India; <=50K.
42; Private;304605.0; Some-college;10.0; Married-civ-spouse; Craft-repair; Husband; White; Male;0.0;0.0;40.0; United-States; <=50K.
45; Self-emp-not-inc;165267.0; 9th;5.0; Married-civ-spouse; Transport-moving; Husband; Black; Male;0.0;0.0;40.0; United-States; <=50K.
28; Private;122037.0; Bachelors;13.0; Married-civ-spouse; Prof-specialty; Husband; White; Male;0.0;0.0;55.0; United-States; >50K.
63; Self-emp-inc;165611.0; Bachelors;13.0; Married-civ-spouse; Exec-managerial; Husband; White; Male;0.0;0.0;35.0; United-States; <=50K.
21; Private;262634.0; 7th-8th;4.0; Never-married; Farming-fishing; Not-in-family; White; Male;0.0;0.0;36.0; United-States; <=50K.
46; Private;280766.0; HS-grad;9.0; Divorced; Protective-serv; Not-in-family; White; Male;0.0;0.0;40.0; Cuba; <=50K.
21; Private;226668.0; Assoc-voc;11.0; Never-married; Craft-repair; Not-in-family; Other; Male;0.0;0.0;40.0; United-States; <=50K.
37; Private;130200.0; HS-grad;9.0; Married-civ-spouse; Exec-managerial; Husband; White; Male;0.0;0.0;70.0; United-States; >50K.
17; Private;98005.0; 11th;7.0; Never-married; Sales; Own-child; White; Female;0.0;0.0;20.0; United-States; <=50K.
47; Private;308857.0; Bachelors;13.0; Divorced; Exec-managerial; Not-in-family; White; Male;0.0;0.0;50.0; United-States; <=50K.
51; Private;108914.0; HS-grad;9.0; Married-civ-spouse; Handlers-cleaners; Husband; White; Male;0.0;0.0;40.0; United-States; <=50K.
64; Local-gov;210464.0; Masters;14.0; Widowed; Prof-specialty; Unmarried; Black; Female;0.0;0.0;40.0; United-States; <=50K.
30; Private;172748.0; HS-grad;9.0; Married-civ-spouse; Exec-managerial; Husband; White; Male;0.0;0.0;40.0; United-States; <=50K.
27; Private;192140.0; HS-grad;9.0; Never-married; Adm-clerical; Not-in-family; White; Female;0.0;0.0;20.0; United-States; <=50K.
21; Private;126568.0; HS-grad;9.0; Never-married; Adm-clerical; Other-relative; White; Male;0.0;0.0;40.0; United-States; <=50K.
50; Private;179339.0; HS-grad;9.0; Divorced; Adm-clerical; Not-in-family; White; Female;0.0;0.0;45.0; United-States; <=50K.
43; Local-gov;31621.0; Some-college;10.0; Divorced; Adm-clerical; Unmarried; White; Female;0.0;0.0;20.0; United-States; <=50K.
39; Private;365009.0; Bachelors;13.0; Never-married; Handlers-cleaners; Own-child; White; Male;0.0;0.0;40.0; United-States; <=50K.
20; Private;344698.0; Some-college;10.0; Never-married; Machine-op-inspct; Own-child; White; Male;0.0;0.0;30.0; United-States; <=50K.
42; Private;159911.0; HS-grad;9.0; Married-civ-spouse; Other-service; Wife; White; Female;0.0;0.0;24.0; United-States; <=50K.
25; Private;389456.0; Some-college;10.0; Never-married; Craft-repair; Own-child; White; Male;0.0;0.0;30.0; United-States; <=50K.
48; Private;167472.0; Some-college;10.0; Divorced; Craft-repair; Not-in-family; White; Male;0.0;0.0;40.0; United-States; <=50K.
17; Private;201412.0; 10th;6.0; Never-married; Farming-fishing; Own-child; White; Male;594.0;0.0;5.0; United-States; <=50K.
26; Self-emp-not-inc;331861.0; Bachelors;13.0; Never-married; Sales; Not-in-family; White; Male;0.0;0.0;60.0; United-States; >50K.
58; Private;97541.0; Masters;14.0; Married-civ-spouse; Exec-managerial; Husband; White; Male;0.0;0.0;46.0; United-States; >50K.
34; Private;71865.0; 9th;5.0; Married-civ-spouse; Machine-op-inspct; Wife; Other; Female;0.0;0.0;40.0; Portugal; <=50K.
29; Private;196564.0; HS-grad;9.0; Married-civ-spouse; Adm-clerical; Husband; White; Male;0.0;0.0;40.0; United-States; <=50K.
19; Private;218956.0; Some-college;10.0; Never-married; Tech-support; Own-child; White; Male;0.0;0.0;20.0; United-States; <=50K.
27; Private;37359.0; Bachelors;13.0; Never-married; Prof-specialty; Not-in-family; White; Male;0.0;0.0;40.0;; <=50K.
41; Private;184630.0; Bachelors;13.0; Divorced; Handlers-cleaners; Not-in-family; White; Male;4416.0;0.0;40.0; United-States; <=50K.
17; Local-gov;161955.0; 11th;7.0; Never-married; Adm-clerical; Own-child; Amer-Indian-Eskimo; Female;0.0;0.0;30.0; United-States; <=50K.
24; Private;200089.0; HS-grad;9.0; Married-civ-spouse; Other-service; Husband; White; Male;0.0;0.0;40.0; Guatemala; <=50K.
39; Self-emp-not-inc;193026.0; Doctorate;16.0; Married-civ-spouse; Prof-specialty; Husband; White; Male;0.0;0.0;55.0; United-States; >50K.
72; Self-emp-not-inc;336423.0; 5th-6th;3.0; Married-civ-spouse; Farming-fishing; Husband; White; Male;0.0;0.0;40.0; United-States; <=50K.
52; State-gov;184529.0; HS-grad;9.0; Married-civ-spouse; Protective-serv; Husband; White; Male;0.0;0.0;40.0; United-States; >50K.
30; Private;153876.0; Assoc-acdm;12.0; Never-married; Prof-specialty; Not-in-family; White; Female;0.0;0.0;53.0; United-States; <=50K.
22; Private;269687.0; Some-college;10.0; Never-married; Sales; Own-child; White; Male;0.0;0.0;35.0; United-States; <=50K.
27; Private;153805.0; Some-college;10.0; Never-married; Craft-repair; Unmarried; Other; Male;0.0;0.0;45.0; Ecuador; <=50K.
43; Private;151504.0; HS-grad;9.0; Married-civ-spouse; Craft-repair; Husband; White; Male;0.0;0.0;40.0; United-States; <=50K.
45; Private;330087.0; Assoc-acdm;12.0; Never-married; Farming-fishing; Not-in-family; White; Male;0.0;0.0;40.0; United-States; <=50K.
59; Private;164970.0; HS-grad;9.0; Married-civ-spouse; Prof-specialty; Husband; Black; Male;0.0;0.0;60.0; United-States; <=50K.
23; Private;239539.0; Some-college;10.0; Never-married; Craft-repair; Own-child; Asian-Pac-Islander; Male;0.0;0.0;40.0;; >50K.
55; Self-emp-not-inc;50215.0; Assoc-voc;11.0; Married-civ-spouse; Other-service; Wife; White; Female;0.0;0.0;42.0; United-States; <=50K.
51; Local-gov;80123.0; Some-college;10.0; Married-civ-spouse; Protective-serv; Husband; White; Male;0.0;0.0;35.0; United-States; <=50K.
54;;55139.0; Bachelors;13.0; Married-civ-spouse;; Husband; White; Male;0.0;0.0;43.0; United-States; <=50K.
44;;276096.0; Some-college;10.0; Never-married;; Other-relative; White; Male;0.0;0.0;45.0; United-States; <=50K.
41; Private;222813.0; Assoc-acdm;12.0; Married-civ-spouse; Sales; Husband; White; Male;0.0;0.0;45.0; United-States; >50K.
24; Private;172232.0; HS-grad;9.0; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;0.0;0.0;42.0; United-States; <=50K.
54; Self-emp-not-inc;386773.0; Some-college;10.0; Married-civ-spouse; Exec-managerial; Husband; White; Male;0.0;0.0;60.0; United-States; <=50K.
38; Private;87556.0; Some-college;10.0; Married-civ-spouse; Craft-repair; Husband; White; Male;0.0;0.0;40.0; United-States; <=50K.
38; State-gov;169926.0; Bachelors;13.0; Married-civ-spouse; Prof-specialty; Wife; White; Female;0.0;0.0;21.0; United-States; >50K.
41; Private;104196.0; Masters;14.0; Married-civ-spouse; Exec-managerial; Husband; White; Male;0.0;0.0;50.0; United-States; >50K.
34; Private;320027.0; HS-grad;9.0; Married-civ-spouse; Other-service; Husband; White; Male;0.0;0.0;50.0; United-States; <=50K.
59; Private;116637.0; HS-grad;9.0; Married-civ-spouse; Craft-repair; Husband; White; Male;0.0;0.0;40.0; United-States; <=50K.
33; Private;307640.0; Assoc-voc;11.0; Never-married; Exec-managerial; Unmarried; Black; Female;0.0;0.0;40.0; United-States; <=50K.
69;;138386.0; HS-grad;9.0; Married-civ-spouse;; Husband; White; Male;1409.0;0.0;35.0; United-States; <=50K.
25; Private;269015.0; HS-grad;9.0; Never-married; Other-service; Other-relative; Black; Female;0.0;0.0;40.0; United-States; <=50K.
30; Private;90308.0; Preschool;1.0; Never-married; Other-service; Unmarried; White; Male;0.0;0.0;28.0; El-Salvador; <=50K.
41; Local-gov;39581.0; HS-grad;9.0; Separated; Other-service; Not-in-family; Black; Female;4101.0;0.0;40.0; United-States; <=50K.
49; Self-emp-not-inc;241688.0; HS-grad;9.0; Married-civ-spouse; Prof-specialty; Husband; White; Male;0.0;0.0;60.0; Cuba; <=50K.
22; Local-gov;467759.0; HS-grad;9.0; Divorced; Machine-op-inspct; Own-child; White; Male;0.0;0.0;48.0; United-States; <=50K.
39; Private;303677.0; Some-college;10.0; Divorced; Exec-managerial; Unmarried; White; Female;0.0;0.0;15.0; United-States; <=50K.
56; Private;47392.0; Assoc-voc;11.0; Married-civ-spouse; Tech-support; Husband; White; Male;0.0;0.0;40.0; United-States; >50K.
37; Private;97925.0; HS-grad;9.0; Divorced; Adm-clerical; Not-in-family; White; Female;0.0;0.0;40.0; United-States; <=50K.
18; Local-gov;243240.0; Some-college;10.0; Never-married; Other-service; Own-child; White; Male;0.0;0.0;15.0; United-States; <=50K.
29; Private;472344.0; 5th-6th;3.0; Married-civ-spouse; Handlers-cleaners; Not-in-family; White; Male;0.0;0.0;40.0; Mexico; <=50K.
41; Private;177054.0; HS-grad;9.0; Divorced; Machine-op-inspct; Unmarried; White; Male;0.0;0.0;40.0; United-States; <=50K.
43; Local-gov;212206.0; Assoc-voc;11.0; Married-civ-spouse; Adm-clerical; Wife; White; Female;0.0;0.0;40.0; United-States; >50K.
34; Private;244147.0; HS-grad;9.0; Married-civ-spouse; Other-service; Husband; White; Male;0.0;0.0;40.0; United-States; >50K.
29; Private;167336.0; Some-college;10.0; Married-civ-spouse; Adm-clerical; Wife; White; Female;0.0;0.0;50.0; United-States; <=50K.
43; State-gov;135060.0; Masters;14.0; Married-civ-spouse; Exec-managerial; Husband; White; Male;0.0;0.0;50.0;; >50K.
49; Private;52184.0; HS-grad;9.0; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;0.0;0.0;40.0; United-States; <=50K.
31; Private;159187.0; Some-college;10.0; Married-civ-spouse; Craft-repair; Husband; White; Male;0.0;0.0;25.0; United-States; <=50K.
35; Federal-gov;22494.0; Bachelors;13.0; Divorced; Prof-specialty; Not-in-family; White; Female;0.0;0.0;50.0; United-States; >50K.
36; Private;219745.0; HS-grad;9.0; Separated; Craft-repair; Not-in-family; White; Male;0.0;0.0;40.0; United-States; <=50K.
67; Private;113323.0; Masters;14.0; Divorced; Adm-clerical; Unmarried; White; Male;0.0;0.0;41.0; United-States; <=50K.
36; Private;181099.0; Doctorate;16.0; Married-civ-spouse; Exec-managerial; Husband; White; Male;0.0;0.0;40.0; United-States; <=50K.
26; Private;216741.0; HS-grad;9.0; Never-married; Adm-clerical; Not-in-family; White; Female;0.0;0.0;40.0; United-States; <=50K.
51; Local-gov;106365.0; Assoc-acdm;12.0; Divorced; Adm-clerical; Unmarried; White; Female;0.0;0.0;40.0; United-States; <=50K.
45; Private;124973.0; Some-college;10.0; Married-civ-spouse; Craft-repair; Husband; White; Male;0.0;0.0;30.0; United-States; <=50K.
37; Private;73199.0; HS-grad;9.0; Married-civ-spouse; Handlers-cleaners; Husband; Asian-Pac-Islander; Male;0.0;0.0;40.0; United-States; >50K.
49; Federal-gov;362679.0; Assoc-voc;11.0; Married-civ-spouse; Adm-clerical; Husband; White; Male;0.0;0.0;9.0; United-States; >50K.
29; Private;197222.0; Bachelors;13.0; Never-married; Exec-managerial; Not-in-family; White; Female;0.0;0.0;40.0; United-States; <=50K.
56; Private;33115.0; HS-grad;9.0; Divorced; Other-service; Unmarried; White; Female;0.0;0.0;40.0; United-States; <=50K.
42; Federal-gov;37997.0; Bachelors;13.0; Married-civ-spouse; Exec-managerial; Husband; White; Male;0.0;0.0;40.0; United-States; <=50K.
47; Private;162067.0; Masters;14.0; Married-civ-spouse; Adm-clerical; Husband; Black; Male;0.0;0.0;40.0; Haiti; <=50K.
35; Private;133839.0; Some-college;10.0; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;0.0;0.0;40.0; United-States; >50K.
33; Self-emp-not-inc;398874.0; Bachelors;13.0; Never-married; Tech-support; Own-child; White; Male;0.0;0.0;40.0; United-States; <=50K.
26; Self-emp-inc;289224.0; Bachelors;13.0; Never-married; Exec-managerial; Not-in-family; White; Male;0.0;0.0;40.0; United-States; <=50K.
19; Private;261259.0; Some-college;10.0; Never-married; Handlers-cleaners; Own-child; White; Male;0.0;0.0;35.0; United-States; <=50K.
61; Private;438587.0; 5th-6th;3.0; Married-civ-spouse; Machine-op-inspct; Husband; Black; Male;0.0;0.0;40.0; United-States; <=50K.
31; Private;271162.0; 11th;7.0; Never-married; Exec-managerial; Own-child; White; Male;0.0;0.0;40.0; United-States; <=50K.
66;;115880.0; HS-grad;9.0; Married-civ-spouse;; Husband; White; Male;0.0;0.0;24.0; United-States; <=50K.
21; Private;29810.0; Some-college;10.0; Never-married; Adm-clerical; Not-in-family; White; Female;0.0;0.0;40.0; United-States; <=50K.
19; Private;277695.0; Preschool;1.0; Never-married; Farming-fishing; Not-in-family; White; Male;0.0;0.0;50.0; Mexico; <=50K.
35; Private;277347.0; HS-grad;9.0; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;0.0;0.0;55.0; United-States; <=50K.
43;;220445.0; HS-grad;9.0; Widowed;; Own-child; Black; Male;0.0;0.0;40.0; United-States; <=50K.
29; Private;231507.0; HS-grad;9.0; Never-married; Craft-repair; Not-in-family; White; Male;0.0;0.0;35.0; United-States; <=50K.
28; Private;184477.0; Assoc-voc;11.0; Divorced; Craft-repair; Not-in-family; White; Male;0.0;0.0;60.0; United-States; <=50K.
24; Private;174714.0; Some-college;10.0; Never-married; Handlers-cleaners; Own-child; White; Male;0.0;0.0;45.0; United-States; <=50K.
24; Private;118792.0; Some-college;10.0; Never-married; Sales; Own-child; White; Female;0.0;0.0;12.0; United-States; <=50K.
46; Local-gov;274689.0; Assoc-acdm;12.0; Divorced; Protective-serv; Not-in-family; White; Male;0.0;0.0;40.0; United-States; <=50K.
24; Private;148315.0; HS-grad;9.0; Never-married; Handlers-cleaners; Unmarried; White; Male;0.0;0.0;45.0; United-States; <=50K.
24; Private;99844.0; Masters;14.0; Never-married; Prof-specialty; Own-child; White; Male;0.0;0.0;60.0; United-States; <=50K.
36; State-gov;143437.0; Bachelors;13.0; Divorced; Prof-specialty; Not-in-family; Other; Female;0.0;0.0;40.0; United-States; <=50K.
22; Private;114357.0; Some-college;10.0; Never-married; Adm-clerical; Not-in-family; White; Male;0.0;0.0;55.0; United-States; <=50K.
46;;427055.0; Some-college;10.0; Divorced;; Not-in-family; White; Male;0.0;0.0;40.0; United-States; >50K.
68; Local-gov;137518.0; HS-grad;9.0; Widowed; Adm-clerical; Not-in-family; White; Female;0.0;0.0;33.0; United-States; <=50K.
33; Private;183125.0; HS-grad;9.0; Never-married; Sales; Not-in-family; White; Female;0.0;0.0;45.0; United-States; <=50K.
28; Private;269317.0; HS-grad;9.0; Married-civ-spouse; Machine-op-inspct; Husband; White; Male;0.0;0.0;42.0; United-States; <=50K.
46; State-gov;107682.0; HS-grad;9.0; Divorced; Adm-clerical; Not-in-family; White; Female;0.0;0.0;38.0; United-States; <=50K.
30; Private;159589.0; Bachelors;13.0; Married-civ-spouse; Exec-managerial; Husband; White; Male;0.0;1848.0;50.0; United-States; >50K.
50; Private;46401.0; Bachelors;13.0; Married-spouse-absent; Sales; Not-in-family; White; Female;0.0;0.0;20.0; Germany; <=50K.
69; Self-emp-not-inc;164754.0; HS-grad;9.0; Married-civ-spouse; Prof-specialty; Husband; White; Male;0.0;0.0;20.0; United-States; <=50K.
63;;109446.0; HS-grad;9.0; Married-civ-spouse;; Husband; White; Male;0.0;0.0;40.0; United-States; <=50K.
33; Private;314068.0; Assoc-voc;11.0; Divorced; Tech-support; Unmarried; White; Female;0.0;0.0;40.0; United-States; <=50K.
22; Private;242138.0; HS-grad;9.0; Married-civ-spouse; Adm-clerical; Wife; White; Female;0.0;0.0;40.0; United-States; <=50K.
39; Federal-gov;203070.0; Some-college;10.0; Married-civ-spouse; Adm-clerical; Husband; White; Male;0.0;0.0;40.0; United-States; >50K.
39; Private;266960.0; Some-college;10.0; Divorced; Machine-op-inspct; Not-in-family; White; Female;0.0;0.0;25.0; United-States; <=50K.
29; Self-emp-not-inc;239511.0; Some-college;10.0; Separated; Adm-clerical; Unmarried; White; Female;0.0;0.0;50.0; United-States; <=50K.
65;;244749.0; HS-grad;9.0; Married-civ-spouse;; Husband; White; Male;0.0;0.0;20.0; Cuba; <=50K.
23; Private;244698.0; 5th-6th;3.0; Never-married; Farming-fishing; Other-relative; White; Male;0.0;0.0;35.0; Mexico; <=50K.
25; Private;207258.0; 9th;5.0; Never-married; Adm-clerical; Unmarried; White; Female;0.0;0.0;40.0; Mexico; <=50K.
61; Private;111563.0; 11th;7.0; Married-civ-spouse; Transport-moving; Husband; White; Male;0.0;0.0;27.0; United-States; <=50K.
50; Private;233149.0; Assoc-voc;11.0; Married-civ-spouse; Sales; Husband; White; Male;0.0;0.0;50.0; United-States; >50K.
61; Private;166789.0; Masters;14.0; Married-civ-spouse; Exec-managerial; Husband; White; Male;0.0;2246.0;50.0; United-States; >50K.
54; Self-emp-inc;22743.0; Bachelors;13.0; Divorced; Exec-managerial; Not-in-family; White; Male;99999.0;0.0;70.0; United-States; >50K.
41; Local-gov;180599.0; Masters;14.0; Married-civ-spouse; Prof-specialty; Husband; White; Male;0.0;0.0;50.0; United-States; <=50K.
38; Private;28738.0; Some-college;10.0; Never-married; Adm-clerical; Not-in-family; White; Female;0.0;0.0;40.0; United-States; <=50K.
38; Private;259846.0; HS-grad;9.0; Married-civ-spouse; Craft-repair; Husband; White; Male;0.0;0.0;60.0; United-States; >50K.
24; Self-emp-inc;158950.0; Bachelors;13.0; Married-civ-spouse; Sales; Husband; White; Male;0.0;0.0;45.0; United-States; <=50K.
23; Private;185948.0; HS-grad;9.0; Never-married; Craft-repair; Unmarried; White; Male;0.0;0.0;40.0; United-States; <=50K.
67;;187553.0; 7th-8th;4.0; Divorced;; Not-in-family; White; Male;0.0;0.0;40.0; United-States; <=50K.
49; Private;169092.0; Some-college;10.0; Married-civ-spouse; Exec-managerial; Wife; White; Female;5178.0;0.0;40.0; Canada; >50K.
